index,lambda,eta,r,RMSE
3148,0.008,0.012,18.0,0.9678638955273468
3149,0.008,0.02,18.0,1.034826844642399
3150,0.009000000000000001,0.008,18.0,0.98601636805657
3151,0.009000000000000001,0.009,18.0,1.0093633889566307
3152,0.009000000000000001,0.0099,18.0,1.0318757307184998
3153,0.009000000000000001,0.01,18.0,1.0158950933553497
3154,0.009000000000000001,0.011,18.0,0.9567570984001542
3155,0.009000000000000001,0.012,18.0,0.9690255589637284
3156,0.009000000000000001,0.02,18.0,0.9692907984687326
3157,0.010000000000000002,0.008,18.0,0.949742059508607
3158,0.010000000000000002,0.009,18.0,1.0276129717639066
3159,0.010000000000000002,0.0099,18.0,0.993095487200069
3160,0.010000000000000002,0.01,18.0,0.9951176945298752
3161,0.010000000000000002,0.011,18.0,1.0102709225375053
3162,0.010000000000000002,0.012,18.0,0.9522605302777343
3163,0.010000000000000002,0.02,18.0,0.9927876311454663
3164,0.011,0.008,18.0,0.9881542021846099
3165,0.011,0.009,18.0,1.0416137776671448
3166,0.011,0.0099,18.0,0.963617449543124
3167,0.011,0.01,18.0,0.9801018562610914
3168,0.011,0.011,18.0,0.9840845301046363
3169,0.011,0.012,18.0,0.9819982381833489
3170,0.011,0.02,18.0,0.9912332581258836
3171,0.012,0.008,18.0,0.9714300655191227
3172,0.012,0.009,18.0,0.9661098427638158
3173,0.012,0.0099,18.0,0.987995062665407
3174,0.012,0.01,18.0,0.9992167197260392
3175,0.012,0.011,18.0,1.024779763473333
3176,0.012,0.012,18.0,0.9949802745866977
3177,0.012,0.02,18.0,0.9696662514520226
3178,0.013000000000000001,0.008,18.0,0.9900111583344434
3179,0.013000000000000001,0.009,18.0,1.0027209938106776
3180,0.013000000000000001,0.0099,18.0,1.0052712270594573
3181,0.013000000000000001,0.01,18.0,0.9422777836639683
3182,0.013000000000000001,0.011,18.0,0.9613904469740162
3183,0.013000000000000001,0.012,18.0,1.0052369438337108
3184,0.013000000000000001,0.02,18.0,1.0032559256798441
3185,0.014000000000000002,0.008,18.0,0.9703184526475661
3186,0.014000000000000002,0.009,18.0,0.9978597299828224
3187,0.014000000000000002,0.0099,18.0,1.025285710489788
3188,0.014000000000000002,0.01,18.0,1.0382877469031198
3189,0.014000000000000002,0.011,18.0,0.9635275355120938
3190,0.014000000000000002,0.012,18.0,1.0218573093472523
3191,0.014000000000000002,0.02,18.0,0.9713404174376365
3192,0.015,0.008,18.0,1.0041719128856263
3193,0.015,0.009,18.0,0.9614104798194192
3194,0.015,0.0099,18.0,0.9919332645207237
3195,0.015,0.01,18.0,1.0587577814941276
3196,0.015,0.011,18.0,0.9746716179465115
3197,0.015,0.012,18.0,0.9669006150353269
3198,0.015,0.02,18.0,1.0606401842348294
3199,0.016,0.008,18.0,1.0073678663537506
3200,0.016,0.009,18.0,1.0237743062844595
3201,0.016,0.0099,18.0,1.0233523427623534
3202,0.016,0.01,18.0,0.9899647358298991
3203,0.016,0.011,18.0,0.9680256324635858
3204,0.016,0.012,18.0,0.9601996330974156
3205,0.016,0.02,18.0,0.9781045064588116
3206,0.017,0.008,18.0,1.0106989750576836
3207,0.017,0.009,18.0,0.9954798732744082
3208,0.017,0.0099,18.0,0.9852716203433215
3209,0.017,0.01,18.0,0.9521455014344355
3210,0.017,0.011,18.0,0.953266473258213
3211,0.017,0.012,18.0,0.9637355548726559
3212,0.017,0.02,18.0,0.9785582279842542
3213,0.018000000000000002,0.008,18.0,1.000326604812389
3214,0.018000000000000002,0.009,18.0,0.9573284477156014
3215,0.018000000000000002,0.0099,18.0,1.0050204528440823
3216,0.018000000000000002,0.01,18.0,0.9406448351821434
3217,0.018000000000000002,0.011,18.0,0.9880061018718691
3218,0.018000000000000002,0.012,18.0,0.99168660128394
3219,0.018000000000000002,0.02,18.0,0.9920789369953177
3220,0.019000000000000003,0.008,18.0,0.9917327761014076
3221,0.019000000000000003,0.009,18.0,0.9772213477791172
3222,0.019000000000000003,0.0099,18.0,0.9385762364769877
3223,0.019000000000000003,0.01,18.0,0.9963728341785117
3224,0.019000000000000003,0.011,18.0,0.9518884639834008
3225,0.019000000000000003,0.012,18.0,0.9488620882416235
3226,0.019000000000000003,0.02,18.0,0.9494955864513066
3227,0.02,0.008,18.0,1.047030386945588
3228,0.02,0.009,18.0,0.946766796867567
3229,0.02,0.0099,18.0,0.9878434493217763
3230,0.02,0.01,18.0,1.0075245688827756
3231,0.02,0.011,18.0,0.9854954914075286
3232,0.02,0.012,18.0,1.0124612172256195
3233,0.02,0.02,18.0,0.9779711111383824
3234,0.025,0.008,18.0,1.0063743806934442
3235,0.025,0.009,18.0,0.9758156506845168
3236,0.025,0.0099,18.0,0.9758790085241518
3237,0.025,0.01,18.0,0.9395152407989861
3238,0.025,0.011,18.0,0.9804171596625334
3239,0.025,0.012,18.0,1.0322149201399442
3240,0.025,0.02,18.0,0.9592637831074602
3241,0.030000000000000002,0.008,18.0,0.9664398191564637
3242,0.030000000000000002,0.009,18.0,0.9874261847990816
3243,0.030000000000000002,0.0099,18.0,1.0020830679678072
3244,0.030000000000000002,0.01,18.0,1.0032659447762424
3245,0.030000000000000002,0.011,18.0,0.9916343795853485
3246,0.030000000000000002,0.012,18.0,0.9815670225319117
3247,0.030000000000000002,0.02,18.0,0.9639504071325233
3248,0.035,0.008,18.0,0.9881854294701193
3249,0.035,0.009,18.0,0.961278578341307
3250,0.035,0.0099,18.0,1.0319572663557885
3251,0.035,0.01,18.0,0.9992476177595602
3252,0.035,0.011,18.0,0.9922454642795283
3253,0.035,0.012,18.0,0.9930364005744724
3254,0.035,0.02,18.0,1.0479431332343785
3255,0.04000000000000001,0.008,18.0,1.0043539473727552
3256,0.04000000000000001,0.009,18.0,0.9520378841915352
3257,0.04000000000000001,0.0099,18.0,1.0272597356188309
3258,0.04000000000000001,0.01,18.0,0.9695282075553993
3259,0.04000000000000001,0.011,18.0,0.9769415268770356
3260,0.04000000000000001,0.012,18.0,1.0013963650465705
3261,0.04000000000000001,0.02,18.0,0.9758654560492702
3262,0.045000000000000005,0.008,18.0,0.9833831560695213
3263,0.045000000000000005,0.009,18.0,1.0311844550917595
3264,0.045000000000000005,0.0099,18.0,1.0026332546567447
3265,0.045000000000000005,0.01,18.0,0.9585047827144996
3266,0.045000000000000005,0.011,18.0,1.0370407605694967
3267,0.045000000000000005,0.012,18.0,0.9388163644740815
3268,0.045000000000000005,0.02,18.0,0.9807315330834246
3269,0.05,0.008,18.0,0.9740148919860759
3270,0.05,0.009,18.0,1.0295492950857124
3271,0.05,0.0099,18.0,0.9582725479211286
3272,0.05,0.01,18.0,0.9887660597087367
3273,0.05,0.011,18.0,0.9562756258114735
3274,0.05,0.012,18.0,1.0193788861139632
3275,0.05,0.02,18.0,0.9876510987513488
3276,0.001,0.008,19.0,1.0038150376210158
3277,0.001,0.009,19.0,1.0011859824283194
3278,0.001,0.0099,19.0,0.9778077269032192
3279,0.001,0.01,19.0,0.9490103781470991
3280,0.001,0.011,19.0,1.0289970051264161
3281,0.001,0.012,19.0,0.9426248337060298
3282,0.001,0.02,19.0,1.023541396995851
3283,0.002,0.008,19.0,1.0062992978752703
3284,0.002,0.009,19.0,0.9588916211192975
3285,0.002,0.0099,19.0,0.9731255050593267
3286,0.002,0.01,19.0,0.9421635482814585
3287,0.002,0.011,19.0,0.9823248697175813
3288,0.002,0.012,19.0,1.0103958535268258
3289,0.002,0.02,19.0,0.9854039082516167
3290,0.003,0.008,19.0,1.0184696441149101
3291,0.003,0.009,19.0,1.0053502050275505
3292,0.003,0.0099,19.0,0.9773793731718272
3293,0.003,0.01,19.0,1.0007461580427721
3294,0.003,0.011,19.0,0.9651770853833667
3295,0.003,0.012,19.0,0.9794050364059415
3296,0.003,0.02,19.0,0.9925127497030215
3297,0.004,0.008,19.0,1.0400821659588044
3298,0.004,0.009,19.0,0.9666379298240338
3299,0.004,0.0099,19.0,0.9863943171858471
3300,0.004,0.01,19.0,0.986855141075241
3301,0.004,0.011,19.0,0.9433765224884927
3302,0.004,0.012,19.0,0.949567125414062
3303,0.004,0.02,19.0,0.9492116201992001
3304,0.005,0.008,19.0,0.9811701435844672
3305,0.005,0.009,19.0,0.9841468050722629
3306,0.005,0.0099,19.0,1.030378545051283
3307,0.005,0.01,19.0,1.0023263443224095
3308,0.005,0.011,19.0,0.9399734536657236
3309,0.005,0.012,19.0,0.9605084841746505
3310,0.005,0.02,19.0,0.9658273449128892
3311,0.006,0.008,19.0,0.9833770434386383
3312,0.006,0.009,19.0,1.0452622554090774
3313,0.006,0.0099,19.0,1.0134154855634088
3314,0.006,0.01,19.0,0.9637496543865501
3315,0.006,0.011,19.0,1.0212989122900853
3316,0.006,0.012,19.0,0.95036063529152
3317,0.006,0.02,19.0,0.9769937256928026
3318,0.007,0.008,19.0,0.996599380615086
3319,0.007,0.009,19.0,1.0248858903420024
3320,0.007,0.0099,19.0,0.9957833471071633
3321,0.007,0.01,19.0,0.9476183777685322
3322,0.007,0.011,19.0,0.9862183389672429
3323,0.007,0.012,19.0,1.0233472295171766
3324,0.007,0.02,19.0,0.9567481072723796
3325,0.008,0.008,19.0,1.0145119439100756
3326,0.008,0.009,19.0,1.0105518638955104
3327,0.008,0.0099,19.0,0.9424564005305747
3328,0.008,0.01,19.0,0.9567523978197775
3329,0.008,0.011,19.0,0.9921524564949564
3330,0.008,0.012,19.0,0.9634285609072597
3331,0.008,0.02,19.0,0.9893343098326937
3332,0.009000000000000001,0.008,19.0,1.0397625198248948
3333,0.009000000000000001,0.009,19.0,1.0277346868058626
3334,0.009000000000000001,0.0099,19.0,0.9583764886152263
3335,0.009000000000000001,0.01,19.0,0.9923308227632633
3336,0.009000000000000001,0.011,19.0,0.934254130410153
3337,0.009000000000000001,0.012,19.0,0.9586882366617211
3338,0.009000000000000001,0.02,19.0,1.0299882009294106
3339,0.010000000000000002,0.008,19.0,0.9715274609608139
3340,0.010000000000000002,0.009,19.0,1.006386416313413
3341,0.010000000000000002,0.0099,19.0,1.0311539275813066
3342,0.010000000000000002,0.01,19.0,0.9924580122646968
3343,0.010000000000000002,0.011,19.0,0.9989391606810089
3344,0.010000000000000002,0.012,19.0,0.981563442964022
3345,0.010000000000000002,0.02,19.0,0.9981380467924572
3346,0.011,0.008,19.0,0.9666383704102205
3347,0.011,0.009,19.0,0.9423899459819757
3348,0.011,0.0099,19.0,0.9724359126853056
3349,0.011,0.01,19.0,1.0074742527383633
3350,0.011,0.011,19.0,0.9822915755148318
3351,0.011,0.012,19.0,0.9843842206709814
3352,0.011,0.02,19.0,0.9742826059282059
3353,0.012,0.008,19.0,1.0329911998846497
3354,0.012,0.009,19.0,0.9934191714579492
3355,0.012,0.0099,19.0,0.9608157080059483
3356,0.012,0.01,19.0,0.9650446237805116
3357,0.012,0.011,19.0,0.9739965998617904
3358,0.012,0.012,19.0,0.9894856139408177
3359,0.012,0.02,19.0,0.9893426178932833
3360,0.013000000000000001,0.008,19.0,1.0145098603876725
3361,0.013000000000000001,0.009,19.0,0.9722096952822719
3362,0.013000000000000001,0.0099,19.0,1.03959519388124
3363,0.013000000000000001,0.01,19.0,1.0283954210224175
3364,0.013000000000000001,0.011,19.0,1.0075493645180433
3365,0.013000000000000001,0.012,19.0,1.0123314673364165
3366,0.013000000000000001,0.02,19.0,0.9674445619985825
3367,0.014000000000000002,0.008,19.0,0.9546845601088416
3368,0.014000000000000002,0.009,19.0,0.9785560929416914
3369,0.014000000000000002,0.0099,19.0,0.9485620344657452
3370,0.014000000000000002,0.01,19.0,0.9860086560734134
3371,0.014000000000000002,0.011,19.0,0.9624585359924424
3372,0.014000000000000002,0.012,19.0,0.9603872817819923
3373,0.014000000000000002,0.02,19.0,0.9718924750670035
3374,0.015,0.008,19.0,1.022942656715827
3375,0.015,0.009,19.0,0.9936667353968225
3376,0.015,0.0099,19.0,1.0201992947144805
3377,0.015,0.01,19.0,1.0259250551239487
3378,0.015,0.011,19.0,1.034629009153269
3379,0.015,0.012,19.0,0.9371499183915432
3380,0.015,0.02,19.0,0.9660716790958874
3381,0.016,0.008,19.0,1.002479895513019
3382,0.016,0.009,19.0,0.9810331593839466
3383,0.016,0.0099,19.0,1.0306649789959481
3384,0.016,0.01,19.0,1.010298716274554
3385,0.016,0.011,19.0,1.0187642233886567
3386,0.016,0.012,19.0,0.9646625363335258
3387,0.016,0.02,19.0,1.053267037235133
3388,0.017,0.008,19.0,0.9879713729076459
3389,0.017,0.009,19.0,1.0416390623668847
3390,0.017,0.0099,19.0,0.9870939814990274
3391,0.017,0.01,19.0,0.9854535987137133
3392,0.017,0.011,19.0,0.9700645528679097
3393,0.017,0.012,19.0,0.996907749703561
3394,0.017,0.02,19.0,0.9535359602205543
3395,0.018000000000000002,0.008,19.0,1.02203221381509
3396,0.018000000000000002,0.009,19.0,0.9872150346739542
3397,0.018000000000000002,0.0099,19.0,0.9948112250117488
3398,0.018000000000000002,0.01,19.0,0.9953032358235709
3399,0.018000000000000002,0.011,19.0,0.9919827287181989
3400,0.018000000000000002,0.012,19.0,1.0008885172048698
3401,0.018000000000000002,0.02,19.0,0.9635746606925658
3402,0.019000000000000003,0.008,19.0,0.942181640726065
3403,0.019000000000000003,0.009,19.0,1.0326563857462925
3404,0.019000000000000003,0.0099,19.0,0.9674489411808305
3405,0.019000000000000003,0.01,19.0,0.986715918858413
3406,0.019000000000000003,0.011,19.0,1.0048368162689123
3407,0.019000000000000003,0.012,19.0,0.9527753447363595
3408,0.019000000000000003,0.02,19.0,1.0244745296410291
3409,0.02,0.008,19.0,0.9991708217423899
3410,0.02,0.009,19.0,0.978318591251332
3411,0.02,0.0099,19.0,0.9586334860721694
3412,0.02,0.01,19.0,0.9578792466091136
3413,0.02,0.011,19.0,0.9493713599953705
3414,0.02,0.012,19.0,1.005292683186272
3415,0.02,0.02,19.0,0.9641411563467325
3416,0.025,0.008,19.0,0.9964466142502953
3417,0.025,0.009,19.0,0.9861332656339277
3418,0.025,0.0099,19.0,0.97785800386071
3419,0.025,0.01,19.0,0.9841424189787199
3420,0.025,0.011,19.0,1.0498102986458167
3421,0.025,0.012,19.0,0.9769864828438488
3422,0.025,0.02,19.0,0.9589015429722711
3423,0.030000000000000002,0.008,19.0,1.0418954552029707
3424,0.030000000000000002,0.009,19.0,0.9515603421472214
3425,0.030000000000000002,0.0099,19.0,0.9883686344659665
3426,0.030000000000000002,0.01,19.0,0.9950749889049697
3427,0.030000000000000002,0.011,19.0,1.0131527700860685
3428,0.030000000000000002,0.012,19.0,1.0108868897973555
3429,0.030000000000000002,0.02,19.0,0.9544585128044937
3430,0.035,0.008,19.0,1.0411797166322636
3431,0.035,0.009,19.0,1.0408234946815387
3432,0.035,0.0099,19.0,0.9678786333175944
3433,0.035,0.01,19.0,0.9902299070062862
3434,0.035,0.011,19.0,1.0395943359702555
3435,0.035,0.012,19.0,0.9420206261149962
3436,0.035,0.02,19.0,0.9707676932581096
3437,0.04000000000000001,0.008,19.0,0.9916494315142524
3438,0.04000000000000001,0.009,19.0,1.038913901322847
3439,0.04000000000000001,0.0099,19.0,0.9674020924848706
3440,0.04000000000000001,0.01,19.0,0.9945865317273296
3441,0.04000000000000001,0.011,19.0,0.9863981256933643
3442,0.04000000000000001,0.012,19.0,1.009074809788094
3443,0.04000000000000001,0.02,19.0,0.9479824424177339
3444,0.045000000000000005,0.008,19.0,0.9766901966603356
3445,0.045000000000000005,0.009,19.0,0.9642835147424168
3446,0.045000000000000005,0.0099,19.0,0.9961433434226215
3447,0.045000000000000005,0.01,19.0,1.0164159908764334
3448,0.045000000000000005,0.011,19.0,1.0114610473787566
3449,0.045000000000000005,0.012,19.0,0.949877843570958
3450,0.045000000000000005,0.02,19.0,0.9637313277320856
3451,0.05,0.008,19.0,1.0376007122494662
3452,0.05,0.009,19.0,0.9833993300169241
3453,0.05,0.0099,19.0,0.9962489591031293
3454,0.05,0.01,19.0,1.0413168633443257
3455,0.05,0.011,19.0,1.0117455381479818
3456,0.05,0.012,19.0,1.0567578802436093
3457,0.05,0.02,19.0,1.0067887407546086
3458,0.001,0.008,20.0,1.0352424757563512
3459,0.001,0.009,20.0,1.02910782749794
3460,0.001,0.0099,20.0,0.9729971681316709
3461,0.001,0.01,20.0,0.9855181788435604
3462,0.001,0.011,20.0,0.9727786709755841
3463,0.001,0.012,20.0,0.9853896412336519
3464,0.001,0.02,20.0,0.9550450876280986
3465,0.002,0.008,20.0,1.0216023180854934
3466,0.002,0.009,20.0,0.9997620244898675
3467,0.002,0.0099,20.0,1.035101251389699
3468,0.002,0.01,20.0,0.973732768372662
3469,0.002,0.011,20.0,0.9701147896677723
3470,0.002,0.012,20.0,0.9542370520456445
3471,0.002,0.02,20.0,0.9590095813935636
3472,0.003,0.008,20.0,0.9799672028496041
3473,0.003,0.009,20.0,0.9790027663546054
3474,0.003,0.0099,20.0,0.980543092347745
3475,0.003,0.01,20.0,0.9479325059246128
3476,0.003,0.011,20.0,0.9843773947616746
3477,0.003,0.012,20.0,0.9494841007679872
3478,0.003,0.02,20.0,1.0515402062783559
3479,0.004,0.008,20.0,0.9862132828053497
3480,0.004,0.009,20.0,0.9411648219429077
3481,0.004,0.0099,20.0,0.9816962359290106
3482,0.004,0.01,20.0,1.0360120248283549
3483,0.004,0.011,20.0,0.9423657061037857
3484,0.004,0.012,20.0,0.9799847274523352
3485,0.004,0.02,20.0,0.9832768472360761
3486,0.005,0.008,20.0,1.0101700654991759
3487,0.005,0.009,20.0,1.0150509169441508
3488,0.005,0.0099,20.0,0.9917073958026779
3489,0.005,0.01,20.0,1.0475563291143073
3490,0.005,0.011,20.0,0.9394177567040438
3491,0.005,0.012,20.0,0.982554914409043
3492,0.005,0.02,20.0,0.9826507792508892
3493,0.006,0.008,20.0,1.0070917537763573
3494,0.006,0.009,20.0,1.051495547494857
3495,0.006,0.0099,20.0,0.9960683439247862
3496,0.006,0.01,20.0,0.971207104292335
3497,0.006,0.011,20.0,1.029459845197914
3498,0.006,0.012,20.0,0.9583044453526957
3499,0.006,0.02,20.0,1.0296735812235467
3500,0.007,0.008,20.0,1.036335535358006
3501,0.007,0.009,20.0,1.0038681929608222
3502,0.007,0.0099,20.0,0.9812924377480903
3503,0.007,0.01,20.0,1.0179517622444985
3504,0.007,0.011,20.0,0.9779155338130435
3505,0.007,0.012,20.0,1.015997156619406
3506,0.007,0.02,20.0,0.9537344121952637
3507,0.008,0.008,20.0,0.9900110337587166
3508,0.008,0.009,20.0,1.0163442003340837
3509,0.008,0.0099,20.0,1.0411630265790572
3510,0.008,0.01,20.0,1.0005376342456158
3511,0.008,0.011,20.0,1.0352853516994358
3512,0.008,0.012,20.0,0.9677392851299307
3513,0.008,0.02,20.0,0.9549306657964248
3514,0.009000000000000001,0.008,20.0,1.0016583346856247
3515,0.009000000000000001,0.009,20.0,1.0125716089969359
3516,0.009000000000000001,0.0099,20.0,0.9441484203351106
3517,0.009000000000000001,0.01,20.0,0.956992733949196
3518,0.009000000000000001,0.011,20.0,0.999922183600655
3519,0.009000000000000001,0.012,20.0,1.017432608842668
3520,0.009000000000000001,0.02,20.0,0.9734584032169762
3521,0.010000000000000002,0.008,20.0,0.9918618081508749
3522,0.010000000000000002,0.009,20.0,0.9601704157098645
3523,0.010000000000000002,0.0099,20.0,1.0116829054516827
3524,0.010000000000000002,0.01,20.0,1.0089512127501052
3525,0.010000000000000002,0.011,20.0,0.9768720804204053
3526,0.010000000000000002,0.012,20.0,1.021359662960468
3527,0.010000000000000002,0.02,20.0,0.963185894603212
3528,0.011,0.008,20.0,0.9725574266145501
3529,0.011,0.009,20.0,1.0344407683424695
3530,0.011,0.0099,20.0,0.9933240431496032
3531,0.011,0.01,20.0,0.943411776552338
3532,0.011,0.011,20.0,0.938631852383237
3533,0.011,0.012,20.0,0.958895497643559
3534,0.011,0.02,20.0,0.9785749657604644
3535,0.012,0.008,20.0,0.94161479236223
3536,0.012,0.009,20.0,0.9885910619458734
3537,0.012,0.0099,20.0,0.9630591238175694
3538,0.012,0.01,20.0,0.9693713345156607
3539,0.012,0.011,20.0,0.9497667070018846
3540,0.012,0.012,20.0,1.0280051020941106
3541,0.012,0.02,20.0,0.9736166828979527
3542,0.013000000000000001,0.008,20.0,1.0227644789809123
3543,0.013000000000000001,0.009,20.0,0.9993617367238494
3544,0.013000000000000001,0.0099,20.0,1.0484158644608164
3545,0.013000000000000001,0.01,20.0,0.9555698857773101
3546,0.013000000000000001,0.011,20.0,0.9582770778235494
3547,0.013000000000000001,0.012,20.0,0.9638072328222533
3548,0.013000000000000001,0.02,20.0,0.9717248085101475
3549,0.014000000000000002,0.008,20.0,1.0324380462221285
3550,0.014000000000000002,0.009,20.0,1.0254691998003123
3551,0.014000000000000002,0.0099,20.0,1.0149814146807081
3552,0.014000000000000002,0.01,20.0,0.994433938840371
3553,0.014000000000000002,0.011,20.0,0.9446277956404465
3554,0.014000000000000002,0.012,20.0,0.9455052847081835
3555,0.014000000000000002,0.02,20.0,0.99249348647398
3556,0.015,0.008,20.0,1.0455044847564514
3557,0.015,0.009,20.0,0.973005423832915
3558,0.015,0.0099,20.0,1.011746354057188
3559,0.015,0.01,20.0,0.9669882601877254
3560,0.015,0.011,20.0,0.9352342260827483
3561,0.015,0.012,20.0,0.9477657234321348
3562,0.015,0.02,20.0,1.0446312477014088
3563,0.016,0.008,20.0,1.0146600896104805
3564,0.016,0.009,20.0,1.0478517979900643
3565,0.016,0.0099,20.0,1.0095034512567045
3566,0.016,0.01,20.0,0.977687726903016
3567,0.016,0.011,20.0,0.9931710749453164
3568,0.016,0.012,20.0,1.0135927464505075
3569,0.016,0.02,20.0,1.0598250153790643
3570,0.017,0.008,20.0,1.0097599434878346
3571,0.017,0.009,20.0,1.007130047082681
3572,0.017,0.0099,20.0,1.032171644591379
3573,0.017,0.01,20.0,1.0162918782638375
3574,0.017,0.011,20.0,1.0099585498826913
3575,0.017,0.012,20.0,1.015505454519219
3576,0.017,0.02,20.0,1.0368610160342446
3577,0.018000000000000002,0.008,20.0,0.9804942693690355
3578,0.018000000000000002,0.009,20.0,1.0358613959941916
3579,0.018000000000000002,0.0099,20.0,1.031368251570843
3580,0.018000000000000002,0.01,20.0,0.9689720396257984
3581,0.018000000000000002,0.011,20.0,1.0000210213824499
3582,0.018000000000000002,0.012,20.0,1.0365363543795827
3583,0.018000000000000002,0.02,20.0,0.9546677619437529
3584,0.019000000000000003,0.008,20.0,1.0116796163786919
3585,0.019000000000000003,0.009,20.0,1.0080571937578167
3586,0.019000000000000003,0.0099,20.0,1.0179841113003114
3587,0.019000000000000003,0.01,20.0,0.9940974407967195
3588,0.019000000000000003,0.011,20.0,1.0258594807973052
3589,0.019000000000000003,0.012,20.0,0.9887419699824251
3590,0.019000000000000003,0.02,20.0,0.9588509430274748
3591,0.02,0.008,20.0,1.0054587604819885
3592,0.02,0.009,20.0,1.0436493843393462
3593,0.02,0.0099,20.0,1.0012301926812426
3594,0.02,0.01,20.0,0.9994358347073683
3595,0.02,0.011,20.0,0.9730372435561425
3596,0.02,0.012,20.0,0.998699458309572
3597,0.02,0.02,20.0,0.9514214553266608
3598,0.025,0.008,20.0,1.0125094406234716
3599,0.025,0.009,20.0,1.026340902200081
3600,0.025,0.0099,20.0,0.9808165068114308
3601,0.025,0.01,20.0,1.0432258372794436
3602,0.025,0.011,20.0,0.9803558983910167
3603,0.025,0.012,20.0,0.9673157926761621
3604,0.025,0.02,20.0,0.9557533026851631
3605,0.030000000000000002,0.008,20.0,1.019240708136558
3606,0.030000000000000002,0.009,20.0,0.9792211544996847
3607,0.030000000000000002,0.0099,20.0,0.978102464412001
3608,0.030000000000000002,0.01,20.0,0.9453259509653371
3609,0.030000000000000002,0.011,20.0,1.01554443738884
3610,0.030000000000000002,0.012,20.0,0.9624283315726959
3611,0.030000000000000002,0.02,20.0,1.0215353279407848
3612,0.035,0.008,20.0,0.9776576137220178
3613,0.035,0.009,20.0,0.9535366335084631
3614,0.035,0.0099,20.0,0.9690986507454621
3615,0.035,0.01,20.0,1.0331390749401033
3616,0.035,0.011,20.0,1.0210991297644578
3617,0.035,0.012,20.0,1.0434328516807472
3618,0.035,0.02,20.0,1.006092586524464
3619,0.04000000000000001,0.008,20.0,1.007743405635508
3620,0.04000000000000001,0.009,20.0,0.9795752384789796
3621,0.04000000000000001,0.0099,20.0,1.0141018837844957
3622,0.04000000000000001,0.01,20.0,0.9721258800348906
3623,0.04000000000000001,0.011,20.0,1.0309305927124324
3624,0.04000000000000001,0.012,20.0,1.00017418682431
3625,0.04000000000000001,0.02,20.0,0.9591997902166554
3626,0.045000000000000005,0.008,20.0,0.9900662928494738
3627,0.045000000000000005,0.009,20.0,1.015231936008622
3628,0.045000000000000005,0.0099,20.0,0.9851500332015267
3629,0.045000000000000005,0.01,20.0,0.9658222497234635
3630,0.045000000000000005,0.011,20.0,1.0263746668806004
3631,0.045000000000000005,0.012,20.0,1.013275621700921
3632,0.045000000000000005,0.02,20.0,1.0295746380327668
3633,0.05,0.008,20.0,0.9753397506408232
3634,0.05,0.009,20.0,1.0016857754971682
3635,0.05,0.0099,20.0,1.0135992615318643
3636,0.05,0.01,20.0,1.0370405116001145
3637,0.05,0.011,20.0,0.9773727496512977
3638,0.05,0.012,20.0,0.9475454667355752
3639,0.05,0.02,20.0,0.9538250058490814
3640,0.001,0.008,25.0,0.9606947842244355
3641,0.001,0.009,25.0,0.9867927748391517
3642,0.001,0.0099,25.0,1.0136045304795365
3643,0.001,0.01,25.0,1.018390475054636
3644,0.001,0.011,25.0,0.940235853747424
3645,0.001,0.012,25.0,1.0535082814183165
3646,0.001,0.02,25.0,0.9585237178803049
3647,0.002,0.008,25.0,0.9884957779937279
3648,0.002,0.009,25.0,0.9859445831387545
3649,0.002,0.0099,25.0,0.9892151410775311
3650,0.002,0.01,25.0,0.9500815572770753
3651,0.002,0.011,25.0,0.9741125752920937
3652,0.002,0.012,25.0,0.9926886936820825
3653,0.002,0.02,25.0,0.95154897866195
3654,0.003,0.008,25.0,0.9843816458747556
3655,0.003,0.009,25.0,0.9523899349040269
3656,0.003,0.0099,25.0,1.0325348429488488
3657,0.003,0.01,25.0,0.9634009002626013
3658,0.003,0.011,25.0,0.9665490054492931
3659,0.003,0.012,25.0,0.9597167487071071
3660,0.003,0.02,25.0,0.9547714488942267
3661,0.004,0.008,25.0,1.0266717969529748
3662,0.004,0.009,25.0,1.013619948525097
3663,0.004,0.0099,25.0,1.0107884728885428
3664,0.004,0.01,25.0,1.0551306378072658
3665,0.004,0.011,25.0,0.9427016678920563
3666,0.004,0.012,25.0,0.9348892136484657
3667,0.004,0.02,25.0,0.9502090702497026
3668,0.005,0.008,25.0,0.9732261533323333
3669,0.005,0.009,25.0,0.961997655662441
3670,0.005,0.0099,25.0,1.0223787982527668
3671,0.005,0.01,25.0,0.9906546601025782
3672,0.005,0.011,25.0,0.950136761003306
3673,0.005,0.012,25.0,1.0176945834661004
3674,0.005,0.02,25.0,0.9583506557499674
3675,0.006,0.008,25.0,1.021117176307164
3676,0.006,0.009,25.0,0.9753512321893285
3677,0.006,0.0099,25.0,1.0078542460422004
3678,0.006,0.01,25.0,0.9416727933637336
3679,0.006,0.011,25.0,0.9573533832413134
3680,0.006,0.012,25.0,1.0349563771501553
3681,0.006,0.02,25.0,0.9668628370100623
3682,0.007,0.008,25.0,1.017258667323093
3683,0.007,0.009,25.0,1.002119144651931
3684,0.007,0.0099,25.0,0.9541108417590823
3685,0.007,0.01,25.0,0.9755491496148685
3686,0.007,0.011,25.0,1.0185711713371952
3687,0.007,0.012,25.0,0.9627735686296027
3688,0.007,0.02,25.0,0.9947943266263243
3689,0.008,0.008,25.0,1.0424810945842085
3690,0.008,0.009,25.0,0.9843629339386181
